seq,timestamp_ms,red,ir,red_corrected,ir_corrected,datetime
3587,206885,40695,100308,-53.89254351628858,0.3609717569373836,1970-01-01 00:03:26.885
3588,206917,40698,100293,-50.61765570486031,-14.875216227386712,1970-01-01 00:03:26.917
3589,206933,40703,100292,-45.2938177023281,-15.642854249926543,1970-01-01 00:03:26.933
3590,206949,40690,100304,-58.04854737411394,-3.6089839517580384,1970-01-01 00:03:26.949
3591,206969,40705,100282,-42.91112612169759,-25.496500835515548,1970-01-01 00:03:26.969
3592,206989,40705,100276,-42.77474295802825,-31.35462995533884,1970-01-01 00:03:26.989
3593,207006,40699,100295,-48.35559133252974,-12.256847284686366,1970-01-01 00:03:27.006
3594,207026,40687,100292,-59.3205125156244,-15.028761456166428,1970-01-01 00:03:27.026
3595,207059,40694,100291,-51.05525002001618,-16.218754369414913,1970-01-01 00:03:27.059
3596,207075,40687,100319,-57.6709228855877,11.58601463598164,1970-01-01 00:03:27.075
3597,207094,40692,100301,-52.59282563939147,-6.302642392268613,1970-01-01 00:03:27.094
3598,207114,40694,100298,-50.58654216133215,-9.134936390413396,1970-01-01 00:03:27.114
3599,207134,40696,100282,-48.59152780282646,-24.88743169842747,1970-01-01 00:03:27.134
3600,207163,40705,100305,-39.94646501928021,-1.898364904638419,1970-01-01 00:03:27.163
3601,207179,40704,100306,-41.42274310404139,-0.9319254470894562,1970-01-01 00:03:27.179
3602,207195,40697,100298,-48.115795039309226,-8.930534977523502,1970-01-01 00:03:27.195
3603,207211,40702,100315,-42.539475561502464,7.911176655095193,1970-01-01 00:03:27.211
3604,207227,40693,100309,-50.602913937580745,1.987941559056931,1970-01-01 00:03:27.227
3605,207245,40702,100301,-41.43474535165589,-5.967112089452454,1970-01-01 00:03:27.245
3606,207265,40696,100318,-47.360456493486254,10.978582983136551,1970-01-01 00:03:27.265
3607,207285,40699,100329,-44.302341913444046,21.869580919054396,1970-01-01 00:03:27.285
3608,207315,40716,100307,-27.485946991272566,-0.2468229306497646,1970-01-01 00:03:27.315
3609,207331,40701,100325,-42.06544117199092,17.90405982274255,1970-01-01 00:03:27.331
3610,207347,40698,100315,-45.39156497511268,7.90196149989641,1970-01-01 00:03:27.347
3611,207366,40707,100325,-34.922265244360474,17.647418558481625,1970-01-01 00:03:27.366
3612,207386,40666,100329,-75.87173458975708,21.604076639793007,1970-01-01 00:03:27.386
3613,207409,40695,100299,-46.70605816303408,-8.335105536469218,1970-01-01 00:03:27.409
3614,207429,40706,100297,-35.562108314592706,-10.272286535031323,1970-01-01 00:03:27.429
3615,207449,40694,100302,-47.35903775289115,-5.234701915800129,1970-01-01 00:03:27.449
3616,207468,40706,100286,-35.1916160826284,-21.278561837313163,1970-01-01 00:03:27.468
3617,207499,40703,100282,-37.70554623864203,-25.275306164336737,1970-01-01 00:03:27.499
3618,207515,40688,100257,-52.74427992940319,-49.92706807610708,1970-01-01 00:03:27.515
3619,207531,40699,100262,-41.797843844426936,-44.51114546941112,1970-01-01 00:03:27.531
3620,207561,40697,100284,-43.62138369080079,-22.498848143107875,1970-01-01 00:03:27.561
3621,207581,40692,100273,-48.38971417421027,-33.42264617212642,1970-01-01 00:03:27.581
3622,207587,40693,100279,-47.159398267704034,-27.316808127333523,1970-01-01 00:03:27.587
3623,207607,40706,100261,-33.89845823164989,-45.0964417805087,1970-01-01 00:03:27.607
3624,207627,40700,100283,-39.56479559975278,-22.95047976924014,1970-01-01 00:03:27.627
3625,207660,40690,100266,-49.72866663343936,-39.66177768737133,1970-01-01 00:03:27.660
3626,207676,40706,100256,-33.32741785718748,-49.28069009337056,1970-01-01 00:03:27.676
3627,207684,40696,100267,-43.01392923808408,-38.10712805595527,1970-01-01 00:03:27.684
3628,207704,40689,100279,-49.56021067299994,-26.08578968277993,1970-01-01 00:03:27.704
3629,207724,40695,100277,-43.13772370703356,-28.05508283455825,1970-01-01 00:03:27.724
3630,207764,40695,100304,-43.62351441601831,-1.1005180368201497,1970-01-01 00:03:27.764
3631,207781,40693,100291,-45.47073602792475,-13.90329973399816,1970-01-01 00:03:27.781
3632,207799,40687,100290,-50.66325222839361,-14.935906899904928,1970-01-01 00:03:27.799
3633,207816,40694,100303,-43.7262483372277,-1.8952649881047008,1970-01-01 00:03:27.816
3634,207840,40697,100299,-40.66817478975591,-6.030341523898314,1970-01-01 00:03:27.840
3635,207864,40696,100303,-41.51961183120452,-1.9586741230481963,1970-01-01 00:03:27.864
3636,207884,40699,100296,-38.374216635893134,-8.844424575629821,1970-01-01 00:03:27.884
3637,207904,40693,100306,-44.1997588210762,1.2196291828093675,1970-01-01 00:03:27.904
3638,207906,40705,100310,-32.048510886322525,5.196155553430531,1970-01-01 00:03:27.906
3639,207926,40665,100259,-71.56608654009797,-45.54470773968926,1970-01-01 00:03:27.926
3640,207959,40721,100328,-14.973871008483796,22.98836592179314,1970-01-01 00:03:27.959
3641,207984,40683,100336,-53.18762432914698,31.056503998947264,1970-01-01 00:03:27.984
3642,207993,40693,100332,-43.06780528336589,26.95895318202074,1970-01-01 00:03:27.993
3643,208013,40692,100301,-43.714367476372175,-4.080829979056322,1970-01-01 00:03:28.013
3644,208033,40703,100336,-32.417005529273375,30.70431100813654,1970-01-01 00:03:28.033
3645,208053,40705,100338,-30.130439062782663,32.4802515228283,1970-01-01 00:03:28.053
3646,208070,40702,100333,-32.67752168958792,27.40165958340657,1970-01-01 00:03:28.070
3647,208088,40697,100342,-37.70996735165487,36.33101287061488,1970-01-01 00:03:28.088
3648,208122,40698,100343,-37.62348809863584,36.986252400754026,1970-01-01 00:03:28.122
3649,208126,40695,100320,-40.42206130680284,13.919627799179851,1970-01-01 00:03:28.126
3650,208146,40737,100326,1.6270551575471557,19.919834745584588,1970-01-01 00:03:28.146
3651,208166,40722,100347,-13.24874804812126,40.81556804274165,1970-01-01 00:03:28.166
3652,208186,40710,100337,-25.06484632545821,30.762350058888195,1970-01-01 00:03:28.186
3653,208214,40716,100326,-18.44943405240051,19.205095076309554,1970-01-01 00:03:28.214
3654,208232,40705,100340,-29.29190577254058,32.954734029977345,1970-01-01 00:03:28.232
3655,208249,40704,100338,-30.48775207963576,31.251147092312674,1970-01-01 00:03:28.249
3656,208268,40714,100321,-19.515316646092053,14.262216852159794,1970-01-01 00:03:28.268
3657,208298,40696,100311,-36.898402138693015,3.944276632462814,1970-01-01 00:03:28.298
3658,208314,40698,100323,-34.73164085347753,15.768856731684185,1970-01-01 00:03:28.314
3659,208334,40700,100309,-32.8442198500024,1.825186848892567,1970-01-01 00:03:28.334
3660,208354,40694,100310,-38.92761860981358,2.8765908970434038,1970-01-01 00:03:28.354
3661,208378,40696,100293,-36.8683194216225,-13.984308901103958,1970-01-01 00:03:28.378
3662,208395,40691,100287,-41.48266866235116,-19.93375494686156,1970-01-01 00:03:28.395
3663,208412,40683,100283,-49.316743068927344,-23.910606125401237,1970-01-01 00:03:28.412
3664,208432,40688,100298,-44.353306009143765,-8.840868089230884,1970-01-01 00:03:28.432
3665,208458,40689,100290,-43.20352337356533,-16.869057739783983,1970-01-01 00:03:28.458
3666,208472,40685,100275,-46.888459189971954,-31.66926380440516,1970-01-01 00:03:28.472
3667,208492,40699,100256,-32.58137980469507,-50.303505029811085,1970-01-01 00:03:28.492
3668,208524,40684,100260,-47.44837231340894,-46.0041306855771,1970-01-01 00:03:28.524
3669,208532,40688,100271,-43.217730697072106,-34.85271931010713,1970-01-01 00:03:28.532
3670,208552,40657,100280,-73.59483673246135,-25.91760404564682,1970-01-01 00:03:28.552
3671,208569,40687,100273,-43.01813166465104,-32.842602220146574,1970-01-01 00:03:28.569
3672,208595,40686,100286,-43.94350177890765,-19.32085896192004,1970-01-01 00:03:28.595
3673,208626,40691,100277,-38.81405782031659,-28.20217996088932,1970-01-01 00:03:28.626
3674,208646,40683,100283,-46.60413629773308,-22.15209760756313,1970-01-01 00:03:28.646
3675,208666,40698,100291,-31.470378025906093,-14.142549574553456,1970-01-01 00:03:28.666
3676,208669,40690,100274,-39.27808285382263,-31.000068737438568,1970-01-01 00:03:28.669
3677,208689,40688,100260,-41.87559634416364,-44.88542947392476,1970-01-01 00:03:28.689
3678,208706,40686,100291,-42.9241470804545,-14.003287279093472,1970-01-01 00:03:28.706
3679,208735,40694,100280,-34.78884505096945,-24.701633694435124,1970-01-01 00:03:28.735
3680,208755,40664,100290,-64.41176808628622,-14.680902156079895,1970-01-01 00:03:28.755
3681,208775,40692,100274,-36.176299974772576,-30.580511753091137,1970-01-01 00:03:28.775
3682,208801,40689,100295,-38.895057228118176,-9.639558209783663,1970-01-01 00:03:28.801
3683,208808,40793,100293,64.80462864213632,-11.622655297940003,1970-01-01 00:03:28.808
3684,208828,40693,100282,-35.00241346620655,-22.335758994792386,1970-01-01 00:03:28.828
3685,208847,40682,100291,-45.243622862712655,-12.86355518877631,1970-01-01 00:03:28.847
3686,208880,40691,100293,-36.86103464412988,-11.129693728402518,1970-01-01 00:03:28.880
3687,208894,40693,100294,-34.565164858717175,-10.121744008522366,1970-01-01 00:03:28.894
3688,208914,40695,100297,-32.29857897345675,-7.049675000722189,1970-01-01 00:03:28.914
3689,208934,40694,100297,-33.02779873268475,-6.977757767433341,1970-01-01 00:03:28.934
3690,208952,40700,100317,-26.98722472391896,13.01755496486066,1970-01-01 00:03:28.952
3691,208972,40676,100304,-51.00561141669836,0.1101067722900046,1970-01-01 00:03:28.972
3692,208989,40699,100302,-27.70516195534772,-2.382092046388326,1970-01-01 00:03:28.989
3693,209006,40696,100311,-30.370092475796216,6.476837940642811,1970-01-01 00:03:29.006
3694,209034,40689,100293,-37.52767389540181,-11.222752158097236,1970-01-01 00:03:29.034
3695,209054,40698,100305,-28.275567033619083,0.7758149279255231,1970-01-01 00:03:29.054
3696,209074,40695,100313,-31.00916105875119,8.73443030017801,1970-01-01 00:03:29.074
3697,209097,40679,100299,-46.73793793718943,-5.162667993195526,1970-01-01 00:03:29.097
3698,209117,40689,100295,-36.64613929359916,-8.95211968416609,1970-01-01 00:03:29.117
3699,209134,40694,100321,-32.20340266949888,17.00505027874525,1970-01-01 00:03:29.134
3700,209151,40685,100304,-40.26339985721946,-0.3969591499595795,1970-01-01 00:03:29.151
3701,209167,40689,100309,-35.99282730698988,4.493694770313013,1970-01-01 00:03:29.167
3702,209190,40696,100308,-29.45481703254709,3.855674880880456,1970-01-01 00:03:29.190
3703,209220,40685,100312,-40.098309758343966,7.893111498792808,1970-01-01 00:03:29.220
3704,209240,40696,100295,-28.60413472275988,-9.126441354565149,1970-01-01 00:03:29.240
3705,209260,40685,100296,-39.055670815458505,-8.151200650579444,1970-01-01 00:03:29.260
3706,209280,40686,100301,-38.7533920518745,-2.991270284692794,1970-01-01 00:03:29.280
3707,209298,40692,100286,-32.521526410541576,-18.005262209870406,1970-01-01 00:03:29.298
3708,209317,40687,100286,-36.83016388169328,-18.16050346245222,1970-01-01 00:03:29.317
3709,209334,40694,100264,-29.702768369578965,-39.99508369951235,1970-01-01 00:03:29.334
3710,209360,40689,100253,-34.79424898844755,-50.50170328626477,1970-01-01 00:03:29.360
3711,209383,40679,100256,-44.58582331417728,-47.264882854832216,1970-01-01 00:03:29.383
3712,209403,40685,100259,-38.26467838387589,-44.232349496681984,1970-01-01 00:03:29.403
3713,209423,40671,100271,-51.8744842348322,-32.26089917333316,1970-01-01 00:03:29.423
3714,209444,40662,100268,-61.96660421628234,-34.59722204285014,1970-01-01 00:03:29.444
3715,209461,40693,100257,-29.142013193626013,-45.36873265641634,1970-01-01 00:03:29.461
3716,209478,40677,100255,-45.249001585641295,-47.33321766264668,1970-01-01 00:03:29.478
3717,209486,40675,100246,-47.23569230212347,-56.15447305354991,1970-01-01 00:03:29.486
3718,209506,40669,100255,-53.02774471920467,-46.80783064699949,1970-01-01 00:03:29.506
3719,209526,40665,100241,-56.71329354165681,-60.32861847034666,1970-01-01 00:03:29.526
3720,209546,40678,100254,-43.46525258973585,-46.915901693543205,1970-01-01 00:03:29.546
3721,209572,40676,100251,-45.09143358430284,-50.25248098012087,1970-01-01 00:03:29.572
3722,209587,40678,100261,-42.96147763689569,-40.05162436290305,1970-01-01 00:03:29.587
3723,209608,40687,100264,-33.94893402602116,-36.5467965063789,1970-01-01 00:03:29.608
3724,209635,40682,100260,-38.56190574496078,-40.40690295881375,1970-01-01 00:03:29.635
3725,209654,40670,100259,-50.2370099531359,-41.26532366444817,1970-01-01 00:03:29.654
3726,209674,40676,100283,-44.048995997553895,-17.18400936087064,1970-01-01 00:03:29.674
3727,209694,40677,100277,-42.86707863910705,-23.073101628812672,1970-01-01 00:03:29.694
3728,209714,40662,100262,-57.71371367820935,-37.68373352871819,1970-01-01 00:03:29.714
3729,209730,40687,100264,-32.22271025249282,-35.80399529985595,1970-01-01 00:03:29.730
3730,209761,40670,100280,-48.8092814492351,-19.550143577875907,1970-01-01 00:03:29.761
3731,209777,40681,100265,-37.74502795394775,-34.29947959182777,1970-01-01 00:03:29.777
3732,209794,40690,100268,-28.550569126983454,-31.18215497114784,1970-01-01 00:03:29.794
3733,209814,40680,100281,-38.2688476553605,-18.15518539849791,1970-01-01 00:03:29.814
3734,209841,40683,100282,-35.464034733890735,-17.16104278717846,1970-01-01 00:03:29.841
3735,209866,40682,100278,-36.07133119380916,-21.05405974625254,1970-01-01 00:03:29.866
3736,209871,40675,100282,-42.79992739523532,-16.957043629599404,1970-01-01 00:03:29.871
3737,209891,40671,100245,-46.42843903767115,-53.55736991706264,1970-01-01 00:03:29.891
3738,209910,40678,100277,-39.16188584890904,-21.67804865992156,1970-01-01 00:03:29.910
3739,209930,40687,100267,-30.43358067274008,-31.343254267853176,1970-01-01 00:03:29.930
3740,209953,40681,100273,-36.47518154539919,-25.344691118285365,1970-01-01 00:03:29.953
3741,209981,40674,100290,-43.08336165222786,-8.31820772547664,1970-01-01 00:03:29.981
3742,209990,40679,100275,-37.84743333893424,-23.131891910141487,1970-01-01 00:03:29.990
3743,210010,40681,100281,-35.58421275092354,-16.84117082808584,1970-01-01 00:03:30.010
3744,210037,40673,100274,-42.84062046481725,-23.88470092396012,1970-01-01 00:03:30.037
3745,210053,40680,100276,-36.889027153660514,-21.765951120280373,1970-01-01 00:03:30.053
3746,210074,40690,100283,-26.490620804467262,-14.792237510425023,1970-01-01 00:03:30.074
3747,210092,40682,100273,-33.721271016788734,-24.640609243049987,1970-01-01 00:03:30.092
3748,210112,40677,100272,-37.83690523365556,-25.46329519189859,1970-01-01 00:03:30.112
3749,210142,40679,100259,-35.65068579484214,-38.31313469703351,1970-01-01 00:03:30.142
3750,210162,40680,100260,-34.930801917862546,-37.20906814285614,1970-01-01 00:03:30.162
3751,210178,40673,100255,-41.76614933968823,-41.86928553471616,1970-01-01 00:03:30.178
3752,210194,40681,100255,-34.0324577956655,-41.76887353883282,1970-01-01 00:03:30.194
3753,210210,40669,100232,-45.702968154403216,-64.3545187920743,1970-01-01 00:03:30.210
3754,210234,40675,100229,-39.74890233659329,-66.98861030348682,1970-01-01 00:03:30.234
3755,210254,40653,100252,-61.670786314283006,-43.760088287932696,1970-01-01 00:03:30.254
3756,210274,40675,100216,-39.70420156515812,-79.35264411582264,1970-01-01 00:03:30.274
3757,210298,40670,100226,-44.45257301762975,-69.10647562245593,1970-01-01 00:03:30.298
3758,210318,40655,100223,-58.83051901916272,-71.94115993289054,1970-01-01 00:03:30.318
3759,210338,40649,100223,-64.27434930635756,-71.37232047522457,1970-01-01 00:03:30.338
3760,210354,40652,100223,-60.89348893568017,-70.81575066544146,1970-01-01 00:03:30.354
3761,210372,40673,100206,-39.81669576721101,-87.45878486034037,1970-01-01 00:03:30.372
3762,210396,40669,100216,-43.50624674330142,-77.35059565875856,1970-01-01 00:03:30.396
3763,210422,40654,100220,-58.01685778268418,-72.93098411183313,1970-01-01 00:03:30.422
3764,210442,40666,100196,-45.627787096012185,-96.36968422823726,1970-01-01 00:03:30.442
3765,210462,40661,100198,-50.21486407530981,-93.82078231605313,1970-01-01 00:03:30.462
3766,210483,40663,100206,-47.903056597569766,-85.56114937968971,1970-01-01 00:03:30.483
3767,210501,40650,100200,-61.33184291756368,-91.1573808571904,1970-01-01 00:03:30.501
3768,210518,40656,100191,-55.291499696151234,-99.61822278031188,1970-01-01 00:03:30.518
3769,210543,40656,100210,-54.61853888303204,-80.11495026325764,1970-01-01 00:03:30.543
3770,210553,40651,100213,-59.30570568503289,-76.73008198158222,1970-01-01 00:03:30.553
3771,210573,40656,100198,-54.09012596681935,-91.28791269433552,1970-01-01 00:03:30.573
3772,210593,40651,100191,-58.85089704027083,-97.8130139070136,1970-01-01 00:03:30.593
3773,210613,40654,100203,-55.62813715143557,-85.4005492670948,1970-01-01 00:03:30.613
3774,210641,40650,100210,-58.70693271432439,-78.06986149572994,1970-01-01 00:03:30.641
3775,210661,40646,100200,-62.81628608781656,-87.65319253368094,1970-01-01 00:03:30.661
3776,210667,40657,100187,-51.6078591979229,-100.15579418634093,1970-01-01 00:03:30.667
3777,210687,40660,100195,-48.22321538909257,-91.70012468012078,1970-01-01 00:03:30.687
3778,210723,40632,100200,-75.98564820209171,-86.23083458951189,1970-01-01 00:03:30.723
3779,210743,40645,100197,-62.78736959192311,-88.76319897891914,1970-01-01 00:03:30.743
3780,210761,40642,100219,-64.97013905943825,-66.5273480164459,1970-01-01 00:03:30.761
3781,210780,40646,100217,-60.78568456726984,-68.11299227032812,1970-01-01 00:03:30.780
3782,210796,40652,100220,-54.47775329552851,-64.62388826061506,1970-01-01 00:03:30.796
3783,210813,40651,100225,-55.59562827383412,-59.44064630439527,1970-01-01 00:03:30.813
3784,210830,40646,100202,-59.9650621660735,-81.96186158507125,1970-01-01 00:03:30.830
