seq,timestamp_ms,red,ir,red_corrected,ir_corrected,datetime
3277,200678,40862,100501,3.875295098496745,-81.9912679295217,1970-01-01 00:03:20.678
3278,200698,40876,100476,18.007165773271282,-110.36478737657282,1970-01-01 00:03:20.698
3278,200698,40876,100476,17.494087012137044,-106.52532722058795,1970-01-01 00:03:20.698
3279,200726,40868,100463,9.474074280157229,-119.0836605188645,1970-01-01 00:03:20.726
3280,200742,40862,100462,3.0519264399211257,-119.25330489649932,1970-01-01 00:03:20.742
3281,200760,40854,100462,-4.591009621298425,-118.72925051746412,1970-01-01 00:03:20.760
3282,200789,40857,100456,-1.4203535355548218,-124.15580984281289,1970-01-01 00:03:20.789
3283,200809,40860,100439,1.5311107832633737,-140.43332062269067,1970-01-01 00:03:20.809
3284,200829,40869,100454,10.4376612531395,-124.78932164746251,1970-01-01 00:03:20.829
3285,200841,40854,100469,-4.435640841720698,-109.27172812855528,1970-01-01 00:03:20.841
3286,200861,40863,100445,4.765783568826736,-132.66559738470107,1970-01-01 00:03:20.861
3287,200892,40839,100466,-19.218545667401077,-111.11230397605574,1970-01-01 00:03:20.892
3288,200908,40860,100454,1.8446403660725017,-122.45521184638449,1970-01-01 00:03:20.908
3289,200924,40843,100441,-14.273414650074027,-134.85759569900415,1970-01-01 00:03:20.924
3290,200955,40833,100439,-24.643236289194416,-136.0630759004649,1970-01-01 00:03:20.955
3291,200975,40849,100441,-9.021056196056128,-133.31080352549267,1970-01-01 00:03:20.975
3292,200996,40847,100432,-11.126355919147128,-141.61131580272368,1970-01-01 00:03:20.996
3293,201016,40857,100432,-1.0721864344545071,-140.98577561412688,1970-01-01 00:03:21.016
3294,201035,40852,100413,-6.246487093203387,-159.28385314715933,1970-01-01 00:03:21.035
3295,201052,40828,100409,-29.599942109685152,-162.39965929056586,1970-01-01 00:03:21.052
3296,201072,40906,100430,47.9339167592071,-140.6400753159012,1970-01-01 00:03:21.072
3297,201079,40840,100419,-18.052055742570104,-150.89041243032818,1970-01-01 00:03:21.079
3298,201099,40841,100402,-17.090190089093863,-167.0828804645884,1970-01-01 00:03:21.099
3299,201119,40835,100415,-23.098707419974165,-153.34451017989954,1970-01-01 00:03:21.119
3300,201157,40839,100414,-18.631531688676784,-153.601039308284,1970-01-01 00:03:21.157
3301,201158,40843,100430,-14.55536156158161,-136.92101376108582,1970-01-01 00:03:21.158
3302,201178,40827,100449,-30.279587130327176,-117.20028342559976,1970-01-01 00:03:21.178
3304,201212,40810,100416,-46.7797839480909,-148.85857517269133,1970-01-01 00:03:21.212
3303,201213,40832,100411,-24.993412623903048,-154.60470959709582,1970-01-01 00:03:21.213
3305,201232,40838,100416,-18.938716306295472,-148.10507141522714,1970-01-01 00:03:21.232
3306,201265,40836,100404,-20.843634238234937,-159.33818386153308,1970-01-01 00:03:21.265
3307,201285,40828,100401,-28.542309698436416,-161.5785174069299,1970-01-01 00:03:21.285
3308,201305,40823,100415,-33.216667868535126,-146.89287108815435,1970-01-01 00:03:21.305
3309,201330,40831,100403,-25.53919967812981,-157.873675816006,1970-01-01 00:03:21.330
3310,201346,40832,100407,-24.304194462522847,-153.10504380433017,1970-01-01 00:03:21.346
3311,201364,40845,100403,-11.13270278289653,-156.39716604853666,1970-01-01 00:03:21.364
3312,201385,40827,100406,-28.551983818714117,-152.6409960739685,1970-01-01 00:03:21.385
3313,201407,40846,100398,-10.55168902999925,-159.4918020908501,1970-01-01 00:03:21.407
3314,201433,40833,100397,-23.307783766456996,-159.95538678164866,1970-01-01 00:03:21.433
3315,201453,40824,100406,-31.884704167977148,-150.4823574457829,1970-01-01 00:03:21.453
3316,201469,40834,100386,-21.684724004178044,-169.5820898192795,1970-01-01 00:03:21.469
3317,201489,40823,100395,-32.49423420979455,-159.5100363093978,1970-01-01 00:03:21.489
3318,201512,40820,100380,-34.9964004784787,-173.60493919031984,1970-01-01 00:03:21.512
3319,201531,40825,100375,-29.962028808797864,-177.97357252432153,1970-01-01 00:03:21.531
3320,201551,40828,100382,-26.781762361505145,-170.08939892918454,1970-01-01 00:03:21.551
3321,201571,40828,100369,-26.57335058848092,-182.1059775659992,1970-01-01 00:03:21.571
3322,201591,40820,100362,-34.32557845885223,-188.09209630980504,1970-01-01 00:03:21.591
3323,201601,40825,100362,-29.159142574250616,-187.13301299270185,1970-01-01 00:03:21.601
3324,201621,40820,100348,-34.218079215355154,-200.30660408501524,1970-01-01 00:03:21.621
3325,201640,40814,100343,-39.44296463663171,-204.2978424068365,1970-01-01 00:03:21.640
3326,201659,40812,100333,-41.50034503158766,-213.02483333956465,1970-01-01 00:03:21.659
3327,201681,40811,100343,-42.51641336330026,-202.02588293805573,1970-01-01 00:03:21.681
3328,201701,40791,100337,-62.37544965913787,-207.24092179237135,1970-01-01 00:03:21.701
3329,201719,40806,100330,-47.05686263886129,-213.13524434123784,1970-01-01 00:03:21.719
3330,201756,40800,100335,-52.66191419393514,-207.0571995021476,1970-01-01 00:03:21.756
3331,201776,40815,100339,-37.42370730389118,-202.04400484405815,1970-01-01 00:03:21.776
3332,201796,40806,100346,-46.141414916643306,-194.0708502525946,1970-01-01 00:03:21.796
3333,201816,40824,100337,-27.71723887446037,-201.94712746028776,1970-01-01 00:03:21.816
3334,201822,40906,100329,54.03382832265087,-208.88795982580424,1970-01-01 00:03:21.822
3335,201842,40829,100322,-22.90814792192149,-214.81090406949957,1970-01-01 00:03:21.842
3336,201870,40828,100327,-23.97769397080696,-208.7987608328742,1970-01-01 00:03:21.870
3337,201890,40792,100333,-59.84114424111211,-201.82177681817268,1970-01-01 00:03:21.890
3338,201913,40800,100322,-51.370437131664985,-211.7240614189681,1970-01-01 00:03:21.913
3339,201930,40808,100322,-43.07481599389585,-210.69167583441643,1970-01-01 00:03:21.930
3340,201946,40805,100324,-46.47819133574062,-207.56266577182527,1970-01-01 00:03:21.946
3341,201965,40809,100299,-42.159338919425714,-231.50247212765697,1970-01-01 00:03:21.965
3342,201988,40800,100315,-50.79120427968056,-214.28501026835517,1970-01-01 00:03:21.988
3343,202012,40806,100327,-44.25073115465107,-201.31969990643304,1970-01-01 00:03:22.012
3344,202032,40796,100309,-53.69884495336568,-218.27959594810616,1970-01-01 00:03:22.032
3345,202052,40801,100303,-48.173294251424274,-223.21494384278915,1970-01-01 00:03:22.052
3346,202076,40797,100302,-52.59312303828076,-222.83189409614317,1970-01-01 00:03:22.076
3347,202092,40804,100292,-45.33998499675544,-231.85319604359807,1970-01-01 00:03:22.092
3348,202108,40791,100295,-57.547304133138695,-227.8981832209534,1970-01-01 00:03:22.108
3349,202124,40785,100289,-63.57898632310735,-232.661412908916,1970-01-01 00:03:22.124
3350,202147,40794,100294,-54.4262905340596,-226.27372026468743,1970-01-01 00:03:22.147
3351,202170,40789,100290,-59.26536077845838,-229.1267467874785,1970-01-01 00:03:22.170
3352,202190,40790,100284,-58.099463299593374,-233.9775485004249,1970-01-01 00:03:22.190
3353,202210,40783,100294,-64.89999743350299,-222.8842006671333,1970-01-01 00:03:22.210
3354,202230,40794,100293,-53.11731705731079,-222.9942500613368,1970-01-01 00:03:22.230
3355,202246,40793,100280,-53.59541440920568,-234.93526195765492,1970-01-01 00:03:22.246
3356,202262,40787,100289,-59.56161516533496,-224.6673017781557,1970-01-01 00:03:22.262
3357,202278,40777,100275,-69.00728915470162,-237.4036054101558,1970-01-01 00:03:22.278
3358,202298,40786,100309,-59.69187345361105,-202.21781926530903,1970-01-01 00:03:22.298
3359,202323,40785,100295,-60.48770559480487,-215.188175469255,1970-01-01 00:03:22.323
3360,202343,40794,100294,-51.32543364477792,-215.19104734311088,1970-01-01 00:03:22.343
3361,202363,40792,100273,-53.15443394059032,-235.09429551349612,1970-01-01 00:03:22.363
3362,202382,40782,100280,-63.14869829570948,-226.8406120239849,1970-01-01 00:03:22.382
3363,202413,40785,100260,-58.78911355135282,-245.57136822676563,1970-01-01 00:03:22.413
3364,202429,40747,100275,-96.32862068584174,-229.55046630899423,1970-01-01 00:03:22.429
3365,202450,40775,100249,-68.21510231739343,-254.27534925214744,1970-01-01 00:03:22.450
3366,202470,40768,100248,-75.0611825548408,-253.98435321725927,1970-01-01 00:03:22.470
3367,202490,40781,100258,-61.9741362876315,-242.7497077002145,1970-01-01 00:03:22.490
3368,202516,40775,100243,-67.27027237212329,-256.68435517496044,1970-01-01 00:03:22.516
3369,202532,40761,100225,-80.86711915148916,-273.2352477794111,1970-01-01 00:03:22.532
3370,202548,40764,100249,-77.4665747434302,-247.5902072024744,1970-01-01 00:03:22.548
3371,202564,40762,100219,-79.05019079252244,-276.1341024209283,1970-01-01 00:03:22.564
3372,202589,40760,100218,-81.01191707473001,-276.1291398716781,1970-01-01 00:03:22.589
3373,202608,40766,100221,-74.68992905558669,-271.9149028889745,1970-01-01 00:03:22.608
3374,202628,40761,100218,-78.88847556847341,-273.3974282944993,1970-01-01 00:03:22.628
3375,202648,40759,100219,-80.07899602780591,-270.8917918119051,1970-01-01 00:03:22.648
3376,202670,40764,100208,-74.82718667529096,-280.66183093255165,1970-01-01 00:03:22.670
3377,202686,40740,100211,-98.5919943443659,-276.38752015110964,1970-01-01 00:03:22.686
3378,202702,40761,100214,-77.67478134662987,-271.7165649043609,1970-01-01 00:03:22.702
3379,202730,40765,100221,-72.83271206572319,-263.5085800021717,1970-01-01 00:03:22.730
3380,202750,40731,100219,-106.37446511217874,-264.1769322672401,1970-01-01 00:03:22.750
3381,202765,40762,100222,-75.0262483103889,-259.92931090728274,1970-01-01 00:03:22.765
3382,202785,40764,100207,-72.65462393249568,-273.721991773193,1970-01-01 00:03:22.785
3383,202805,40757,100209,-79.24981535022093,-270.53151551330683,1970-01-01 00:03:22.805
3384,202823,40751,100212,-85.11957431181777,-265.924059020957,1970-01-01 00:03:22.823
3385,202855,40759,100227,-76.41796755911268,-249.51559689396308,1970-01-01 00:03:22.855
3386,202871,40748,100208,-86.69334821170607,-267.20642187007377,1970-01-01 00:03:22.871
3387,202889,40767,100229,-67.46058637186553,-245.0714875506676,1970-01-01 00:03:22.889
3388,202909,40763,100227,-71.28447190194758,-245.94922386517857,1970-01-01 00:03:22.909
3389,202924,40767,100241,-67.05320458997416,-230.83513451046213,1970-01-01 00:03:22.924
3390,202944,40755,100247,-78.71315195941794,-223.6599004701469,1970-01-01 00:03:22.944
3391,202964,40755,100224,-78.37506435636068,-245.37525321718627,1970-01-01 00:03:22.964
3392,202980,40765,100230,-67.58758962724266,-238.32617282926265,1970-01-01 00:03:22.980
3393,203011,40765,100252,-67.47315342924732,-214.90579725791687,1970-01-01 00:03:23.011
3394,203027,40752,100236,-79.91949396282682,-229.67795748260892,1970-01-01 00:03:23.027
3395,203047,40764,100251,-67.53886396721778,-213.6384683940158,1970-01-01 00:03:23.047
3396,203067,40748,100240,-83.10983496808453,-223.56154799985515,1970-01-01 00:03:23.067
3397,203087,40757,100241,-73.72789099838086,-221.4952187099865,1970-01-01 00:03:23.087
3398,203104,40753,100230,-77.48875609045305,-231.3566787904712,1970-01-01 00:03:23.104
3399,203124,40751,100240,-79.61112204859371,-220.24149407811333,1970-01-01 00:03:23.124
3400,203140,40743,100229,-87.21067410465453,-230.2196494621271,1970-01-01 00:03:23.140
3401,203172,40751,100233,-78.81488213967997,-225.0854126959057,1970-01-01 00:03:23.172
3402,203196,40754,100232,-75.0427339257021,-224.81080727619275,1970-01-01 00:03:23.196
3403,203219,40740,100212,-88.44197561796625,-243.56317018375756,1970-01-01 00:03:23.219
3404,203239,40738,100225,-89.94421487399067,-229.4321798576442,1970-01-01 00:03:23.239
3405,203259,40730,100203,-97.4087087738628,-250.19692805300528,1970-01-01 00:03:23.259
3406,203260,40743,100211,-83.9851364194012,-240.99205780493085,1970-01-01 00:03:23.260
3407,203280,40683,100206,-142.30270960161556,-244.76012947423172,1970-01-01 00:03:23.280
3408,203311,40743,100171,-81.99880994486172,-278.3448119494865,1970-01-01 00:03:23.311
3409,203327,40736,100168,-88.59089563737297,-280.0982976264958,1970-01-01 00:03:23.327
3410,203352,40726,100170,-98.34335555520002,-276.70420523806087,1970-01-01 00:03:23.352
3411,203372,40731,100161,-93.1050705684653,-284.1622969458445,1970-01-01 00:03:23.372
3412,203392,40733,100178,-90.87912922189332,-265.71250193081903,1970-01-01 00:03:23.392
3413,203416,40730,100162,-93.34849845888468,-280.52348351081287,1970-01-01 00:03:23.416
3414,203432,40735,100153,-87.94666575892327,-288.33614639291994,1970-01-01 00:03:23.432
3415,203448,40718,100155,-104.72025327599825,-284.59817713473626,1970-01-01 00:03:23.448
3416,203464,40732,100144,-90.60016582932256,-293.7418974620382,1970-01-01 00:03:23.464
3417,203487,40717,100155,-104.3027142817821,-281.4968425257674,1970-01-01 00:03:23.487
3418,203508,40723,100154,-97.73958267245573,-281.11302815390474,1970-01-01 00:03:23.508
3419,203528,40714,100139,-106.211800367816,-294.6411919772868,1970-01-01 00:03:23.528
3420,203548,40720,100154,-99.71669097449116,-278.2517362165115,1970-01-01 00:03:23.548
3421,203570,40724,100136,-94.3329584780916,-294.7695388000532,1970-01-01 00:03:23.570
3422,203586,40708,100147,-109.9395178605858,-282.43960565516096,1970-01-01 00:03:23.586
3423,203605,40711,100143,-106.7520592484381,-284.94913675883305,1970-01-01 00:03:23.605
3424,203625,40707,100143,-110.38197809741904,-283.8057524037382,1970-01-01 00:03:23.625
3425,203644,40719,100140,-97.79905754414952,-285.3415493220049,1970-01-01 00:03:23.644
3426,203664,40708,100141,-108.12834790041984,-282.8457689688159,1970-01-01 00:03:23.664
3427,203684,40706,100146,-109.45036960868484,-276.3820681231219,1970-01-01 00:03:23.684
3428,203708,40707,100126,-108.0311114885252,-294.8761821696899,1970-01-01 00:03:23.708
3429,203725,40698,100139,-116.95912585998975,-280.58657695897244,1970-01-01 00:03:23.725
3430,203743,40711,100133,-103.02120821923714,-285.12286800956826,1970-01-01 00:03:23.743
3431,203762,40710,100148,-103.32441873411952,-268.71257263578644,1970-01-01 00:03:23.762
3432,203794,40700,100122,-112.97575479508627,-293.1160270208998,1970-01-01 00:03:23.794
3433,203810,40672,100115,-140.58499805855166,-298.69826821911965,1970-01-01 00:03:23.810
3434,203826,40704,100125,-107.87816693306118,-287.2448888183361,1970-01-01 00:03:23.826
3435,203842,40690,100121,-120.96665166489636,-289.82889759579524,1970-01-01 00:03:23.842
3436,203880,40706,100131,-104.1470047786863,-278.29254193552254,1970-01-01 00:03:23.880
3437,203884,40724,100130,-85.64886106871273,-277.89394130385057,1970-01-01 00:03:23.884
3438,203904,40708,100113,-101.09134626062593,-293.3289229822561,1970-01-01 00:03:23.904
3439,203924,40715,100146,-93.58564080016764,-258.9329141759178,1970-01-01 00:03:23.924
3440,203950,40714,100131,-94.8157094404812,-272.95624420233014,1970-01-01 00:03:23.950
3441,203962,40709,100141,-99.4764530463532,-261.6496024501706,1970-01-01 00:03:23.962
3442,203982,40702,100158,-106.05041273172068,-243.27262268063384,1970-01-01 00:03:23.982
3443,204006,40699,100147,-107.91129770869117,-253.1612323288414,1970-01-01 00:03:24.006
3444,204036,40702,100133,-104.08151841037842,-265.7717519581138,1970-01-01 00:03:24.036
3445,204054,40709,100155,-96.46631015450114,-242.54691528476368,1970-01-01 00:03:24.054
3446,204074,40697,100135,-108.03899785002528,-261.1728072201229,1970-01-01 00:03:24.074
3447,204081,40702,100145,-102.55323786448086,-249.90676484387612,1970-01-01 00:03:24.081
3448,204101,40697,100130,-107.057060245072,-263.5721239227901,1970-01-01 00:03:24.101
3449,204121,40702,100135,-101.58859395680898,-257.269084243392,1970-01-01 00:03:24.121
3450,204156,40694,100116,-108.90521026771492,-274.98114504125823,1970-01-01 00:03:24.156
3451,204176,40689,100138,-113.20743135885732,-251.7979959616561,1970-01-01 00:03:24.176
3452,204192,40696,100132,-105.65872458803427,-256.510362426637,1970-01-01 00:03:24.192
3453,204208,40697,100135,-104.60188737763008,-252.0591334280522,1970-01-01 00:03:24.208
3454,204224,40680,100141,-121.11270813890395,-244.9704793444204,1970-01-01 00:03:24.224
3455,204250,40688,100141,-112.36763355954632,-243.71607064819904,1970-01-01 00:03:24.250
3456,204275,40707,100143,-92.90251243661636,-240.50039528597105,1970-01-01 00:03:24.275
3457,204295,40699,100139,-100.5229422077553,-243.303560882424,1970-01-01 00:03:24.295
3458,204315,40694,100143,-105.12091088069744,-238.13281663266096,1970-01-01 00:03:24.315
3459,204330,40694,100138,-104.87194198406328,-241.87189182299093,1970-01-01 00:03:24.330
3460,204346,40699,100146,-99.19310827096986,-232.66567709568972,1970-01-01 00:03:24.346
3461,204362,40704,100156,-93.78028287125372,-221.4383766168747,1970-01-01 00:03:24.362
3462,204382,40700,100170,-97.06558918722008,-206.42748908047528,1970-01-01 00:03:24.382
3463,204402,40696,100154,-100.35683543315574,-221.4054565164627,1970-01-01 00:03:24.402
3464,204424,40701,100163,-94.86215304869476,-211.43742011348508,1970-01-01 00:03:24.424
3465,204444,40692,100174,-103.48274560775594,-199.51758316895152,1970-01-01 00:03:24.444
3466,204464,40698,100159,-97.13595167239734,-213.5277340089658,1970-01-01 00:03:24.464
3467,204484,40679,100165,-115.5748085509683,-206.31013379738317,1970-01-01 00:03:24.484
3468,204516,40692,100167,-102.95433913458726,-203.33503165371224,1970-01-01 00:03:24.516
3469,204532,40662,100179,-132.014945450928,-190.44014629206785,1970-01-01 00:03:24.532
3470,204543,40697,100186,-96.45407201781742,-182.5424939374486,1970-01-01 00:03:24.543
3471,204563,40709,100200,-83.9882090134745,-167.721021873001,1970-01-01 00:03:24.563
3472,204583,40705,100195,-87.50445311121675,-171.87873812717964,1970-01-01 00:03:24.583
3473,204611,40710,100201,-81.9248498216024,-164.99696174367733,1970-01-01 00:03:24.611
3474,204631,40705,100187,-86.34509686108048,-178.0466515962882,1970-01-01 00:03:24.631
3475,204647,40703,100188,-87.7788619587741,-176.16001499049273,1970-01-01 00:03:24.647
3476,204663,40697,100176,-92.94784016729234,-187.22380624715265,1970-01-01 00:03:24.663
3477,204684,40698,100189,-91.34036918343428,-173.56767198666233,1970-01-01 00:03:24.684
3478,204704,40704,100197,-84.95336627445458,-164.69641129140416,1970-01-01 00:03:24.704
3479,204724,40689,100189,-99.49351834838848,-171.78926157145978,1970-01-01 00:03:24.724
3480,204744,40694,100172,-94.06118963031588,-187.80140227194008,1970-01-01 00:03:24.744
3481,204768,40695,100174,-92.78676373150792,-185.09799979715743,1970-01-01 00:03:24.768
3482,204784,40695,100182,-92.79113563082338,-175.86500270470165,1970-01-01 00:03:24.784
3483,204816,40698,100188,-89.2505255912938,-169.20726792427098,1970-01-01 00:03:24.816
3484,204832,40684,100184,-103.15928622749256,-172.36712733003495,1970-01-01 00:03:24.832
3485,204842,40686,100173,-100.64387459937522,-182.4779101837063,1970-01-01 00:03:24.842
3486,204862,40685,100171,-100.95396617415273,-183.606633458806,1970-01-01 00:03:24.862
3487,204891,40695,100167,-90.15848125658516,-186.6402711224892,1970-01-01 00:03:24.891
3488,204915,40689,100172,-95.65149029401096,-180.63396946846373,1970-01-01 00:03:24.915
3489,204935,40682,100167,-102.13679769590114,-184.6203638210382,1970-01-01 00:03:24.935
3490,204951,40690,100171,-93.9412102151352,-179.58769451659683,1970-01-01 00:03:24.951
3491,204968,40688,100155,-94.83356215460778,-194.7903449970761,1970-01-01 00:03:24.968
3492,204987,40681,100145,-101.37249401132893,-203.89169178203613,1970-01-01 00:03:24.987
3493,205007,40685,100141,-97.1298094565724,-206.953995280501,1970-01-01 00:03:25.007
3494,205024,40684,100154,-97.81485261273936,-193.00015424223287,1970-01-01 00:03:25.024
3495,205044,40689,100141,-92.48823122643428,-204.8329611890064,1970-01-01 00:03:25.044
3496,205064,40676,100142,-105.09893427619048,-202.6758889694363,1970-01-01 00:03:25.064
3497,205096,40670,100142,-110.38947691757656,-202.0465442157816,1970-01-01 00:03:25.096
3498,205112,40691,100130,-88.79440247699276,-213.01047260592068,1970-01-01 00:03:25.112
3499,205128,40688,100116,-91.35522776405377,-225.94905685750413,1970-01-01 00:03:25.128
3500,205157,40671,100122,-108.37777431857008,-218.5568669156772,1970-01-01 00:03:25.157
3501,205168,40677,100124,-101.82580006357422,-215.43393450768323,1970-01-01 00:03:25.168
3502,205188,40666,100119,-112.00271778871478,-219.3090616554292,1970-01-01 00:03:25.188
3503,205208,40681,100136,-96.2574472760002,-201.2746743817817,1970-01-01 00:03:25.208
3504,205228,40669,100118,-107.4545994666234,-218.15532025884585,1970-01-01 00:03:25.228
3505,205244,40676,100116,-100.05115083677065,-219.1697471528573,1970-01-01 00:03:25.244
3506,205275,40664,100130,-111.05632062826228,-204.2923850245463,1970-01-01 00:03:25.275
3507,205286,40706,100108,-68.85415215918107,-225.14982876111387,1970-01-01 00:03:25.286
3508,205306,40674,100126,-100.63871615232404,-206.13429410104047,1970-01-01 00:03:25.306
3509,205326,40667,100123,-107.39081679811686,-208.1089090771961,1970-01-01 00:03:25.326
3510,205355,40669,100112,-105.01327351685498,-218.0289069606849,1970-01-01 00:03:25.355
3511,205371,40656,100107,-117.08539517572018,-221.9656109833119,1970-01-01 00:03:25.371
3512,205387,40663,100112,-109.2487097700173,-215.8878353922093,1970-01-01 00:03:25.387
3513,205403,40661,100122,-110.63810550835984,-204.7164894617783,1970-01-01 00:03:25.403
3514,205434,40678,100124,-94.38561230681232,-201.41534414218805,1970-01-01 00:03:25.434
3515,205443,40665,100132,-106.67377301439426,-192.5721265152057,1970-01-01 00:03:25.443
3516,205463,40669,100143,-101.52767640121888,-180.99273897442785,1970-01-01 00:03:25.463
3517,205499,40650,100129,-120.37368625448026,-193.6220435899816,1970-01-01 00:03:25.499
3518,205512,40663,100142,-106.74076710042326,-179.72194510392185,1970-01-01 00:03:25.512
3519,205532,40677,100148,-91.66303302732504,-173.1211115229822,1970-01-01 00:03:25.532
3520,205548,40666,100162,-102.41280550603584,-158.27241367334648,1970-01-01 00:03:25.548
3521,205564,40670,100150,-97.94852362946372,-169.3858397902121,1970-01-01 00:03:25.564
3522,205601,40675,100166,-92.5371592307324,-152.610507012336,1970-01-01 00:03:25.601
3523,205604,40670,100145,-97.06039084090696,-172.73059236559797,1970-01-01 00:03:25.604
3524,205624,40621,100196,-145.44149859722694,-121.11937962678093,1970-01-01 00:03:25.624
3525,205644,40666,100168,-100.05125919599168,-148.37118558629936,1970-01-01 00:03:25.644
3526,205681,40672,100166,-93.3961248966317,-149.78494309720787,1970-01-01 00:03:25.681
3527,205701,40684,100172,-80.79895034655686,-143.19849548608707,1970-01-01 00:03:25.701
3528,205718,40669,100172,-95.28161516392004,-142.26716025454124,1970-01-01 00:03:25.718
3529,205741,40632,100228,-131.56428707226672,-85.78255060448038,1970-01-01 00:03:25.741
3530,205743,40674,100176,-89.10999899681283,-137.09592349079358,1970-01-01 00:03:25.743
3531,205763,40647,100174,-116.05626852157916,-138.5914650444416,1970-01-01 00:03:25.763
3532,205799,40673,100175,-89.62266979374894,-136.57436582251253,1970-01-01 00:03:25.799
3533,205819,40672,100181,-90.12631934122524,-129.703556412491,1970-01-01 00:03:25.819
3534,205836,40671,100162,-89.79392991600157,-148.16775664056087,1970-01-01 00:03:25.836
3535,205852,40675,100169,-85.03749429928729,-140.37527728486145,1970-01-01 00:03:25.852
3536,205868,40669,100164,-90.8028272210355,-144.7021743950541,1970-01-01 00:03:25.868
3537,205884,40674,100175,-84.38995602809786,-134.11262002165276,1970-01-01 00:03:25.884
3538,205913,40658,100170,-100.35081514785392,-138.28954895306802,1970-01-01 00:03:25.913
3539,205933,40675,100177,-83.38449968914703,-130.42761209685025,1970-01-01 00:03:25.933
3540,205953,40665,100191,-93.37030019966322,-115.63891486744647,1970-01-01 00:03:25.953
3541,205977,40676,100186,-81.73610383530671,-120.01476447165564,1970-01-01 00:03:25.977
3542,205996,40670,100198,-87.08468614802302,-107.31813903714526,1970-01-01 00:03:25.996
3543,206012,40673,100206,-83.76544082656334,-98.37152560429251,1970-01-01 00:03:26.012
3544,206028,40681,100192,-76.61713995838615,-111.57480490697776,1970-01-01 00:03:26.028
3545,206054,40682,100217,-75.44209019728346,-86.37416364298122,1970-01-01 00:03:26.054
3546,206074,40671,100221,-86.03577679085338,-82.1782130668574,1970-01-01 00:03:26.074
3547,206097,40684,100236,-72.217181647329,-66.8717721562725,1970-01-01 00:03:26.097
3548,206117,40690,100160,-65.0320767751904,-141.97551516760706,1970-01-01 00:03:26.117
3549,206134,40696,100249,-58.534177229728144,-52.437454723826704,1970-01-01 00:03:26.134
3550,206152,40682,100252,-71.99185821054269,-49.336450581090304,1970-01-01 00:03:26.152
3551,206169,40698,100277,-55.32477531456444,-24.443085213023835,1970-01-01 00:03:26.169
3552,206196,40706,100286,-47.75562908002004,-15.36071553876216,1970-01-01 00:03:26.196
3553,206216,40701,100294,-53.11084912098819,-7.286929108606161,1970-01-01 00:03:26.216
3554,206240,40697,100314,-57.0637163724411,12.318721835370413,1970-01-01 00:03:26.240
3555,206260,40709,100309,-44.73580390812164,6.780355805309977,1970-01-01 00:03:26.260
3556,206277,40710,100334,-43.45549225743127,31.736799712051116,1970-01-01 00:03:26.277
3557,206295,40706,100339,-47.93401634477222,36.94217600184026,1970-01-01 00:03:26.295
3558,206312,40708,100344,-46.74260100388786,41.90734753869545,1970-01-01 00:03:26.312
3559,206329,40708,100357,-46.2606475882117,54.443963387367205,1970-01-01 00:03:26.329
3560,206352,40734,100361,-19.78751569863602,58.06344048126783,1970-01-01 00:03:26.352
3561,206372,40718,100373,-35.301725992461385,69.65376328614697,1970-01-01 00:03:26.372
3562,206392,40713,100371,-39.791801767395256,67.25586544636244,1970-01-01 00:03:26.392
3563,206419,40704,100370,-48.69790601054148,66.14607419284332,1970-01-01 00:03:26.419
3564,206436,40723,100379,-29.278320515097448,74.91755329613436,1970-01-01 00:03:26.436
3565,206452,40718,100372,-33.852198903764965,67.73864151166934,1970-01-01 00:03:26.452
3566,206468,40719,100362,-32.36726425087415,57.21827704720408,1970-01-01 00:03:26.468
3567,206490,40723,100346,-28.371679540833554,41.12513841675264,1970-01-01 00:03:26.490
3568,206511,40697,100367,-54.53767508459269,61.81613174719683,1970-01-01 00:03:26.511
3569,206531,40710,100358,-41.773232568982905,52.53787532262005,1970-01-01 00:03:26.531
3570,206551,40715,100373,-37.034817935088086,67.18595877806818,1970-01-01 00:03:26.551
3571,206578,40716,100360,-35.58686098098937,54.01622829995695,1970-01-01 00:03:26.578
3572,206594,40723,100350,-28.000163939046736,43.376970334461376,1970-01-01 00:03:26.594
3573,206611,40708,100369,-42.36244546804269,61.99881607313704,1970-01-01 00:03:26.611
3574,206631,40723,100349,-27.799808899214558,41.951360968064456,1970-01-01 00:03:26.631
3575,206658,40716,100357,-35.508646291364094,50.04436052999412,1970-01-01 00:03:26.658
3576,206668,40720,100339,-31.359479109405964,31.82214767683875,1970-01-01 00:03:26.668
3577,206688,40707,100333,-43.515847800654754,25.16174172553298,1970-01-01 00:03:26.688
3578,206710,40714,100313,-36.030067548870015,5.059290873249032,1970-01-01 00:03:26.710
3579,206740,40703,100311,-47.64483504091163,3.377028449091804,1970-01-01 00:03:26.740
3580,206760,40707,100323,-44.23786768477672,15.640451461614736,1970-01-01 00:03:26.760
3581,206776,40704,100304,-46.32109009820904,-3.709387628385109,1970-01-01 00:03:26.776
3582,206785,40704,100311,-45.74418670967733,3.194456220148848,1970-01-01 00:03:26.785
3583,206805,40695,100303,-53.78551351281606,-4.836187423628429,1970-01-01 00:03:26.805
3584,206830,40705,100305,-43.2380748511315,-2.825220121070428,1970-01-01 00:03:26.830
3585,206850,40701,100299,-47.37727860896371,-8.707918400054162,1970-01-01 00:03:26.850
3586,206870,40705,100299,-43.53765700331985,-8.590809508081847,1970-01-01 00:03:26.870
